product_id,name,category,description,lost_description,price,image_url,image_path,source,item_id,search_text,price_bucket
PROD_011,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,"3D NAND flash are applied to deliver high transfer speeds Remarkable transfer speeds that enable faster bootup and improved overall system performance. The advanced SLC Cache Technology allows performance boost and longer lifespan 7mm slim design suitable for Ultrabooks and Ultra-slim notebooks. Supports TRIM command, Garbage Collection technology, RAID, and ECC (Error Checking & Correction) to provide the optimized performance and enhanced reliability.","I lost a small external hard drive that's really fast and has a bunch of techy features that make it really useful for my school work, it's got a weird label on the side with some numbers and letters that I don't recognize.",109.0,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_t.png,images/PROD_011.jpg,fakestoreapi,ITEM_0011,"silicon power 256gb ssd 3d nand a55 slc cache performance boost sata iii 2.5 electronics 3d nand flash are applied to deliver high transfer speeds remarkable transfer speeds that enable faster bootup and improved overall system performance. the advanced slc cache technology allows performance boost and longer lifespan 7mm slim design suitable for ultrabooks and ultra-slim notebooks. supports trim command, garbage collection technology, raid, and ecc (error checking & correction) to provide the optimized performance and enhanced reliability. i lost a small external hard drive that's really fast and has a bunch of techy features that make it really useful for my school work, it's got a weird label on the side with some numbers and letters that i don't recognize.",premium
PROD_012,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,"Expand your PS4 gaming experience, Play anywhere Fast and easy, setup Sleek design with high capacity, 3-year manufacturer's limited warranty","I lost a portable external hard drive that I use to transfer files and games between my PS4 and other devices, it's a bit on the smaller side and has a sleek design that makes it easy to take with me wherever I go.",114.0,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_t.png,images/PROD_012.jpg,fakestoreapi,ITEM_0012,"wd 4tb gaming drive works with playstation 4 portable external hard drive electronics expand your ps4 gaming experience, play anywhere fast and easy, setup sleek design with high capacity, 3-year manufacturer's limited warranty i lost a portable external hard drive that i use to transfer files and games between my ps4 and other devices, it's a bit on the smaller side and has a sleek design that makes it easy to take with me wherever i go.",premium
PROD_013,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,21. 5 inches Full HD (1920 x 1080) widescreen IPS display And Radeon free Sync technology. No compatibility for VESA Mount Refresh Rate: 75Hz - Using HDMI port Zero-frame design | ultra-thin | 4ms response time | IPS panel Aspect ratio - 16: 9. Color Supported - 16. 7 million colors. Brightness - 250 nit Tilt angle -5 degree to 15 degree. Horizontal viewing angle-178 degree. Vertical viewing angle-178 degree 75 hertz,"I lost a laptop with a 21.5 inch Full HD display and Radeon Free Sync technology, it's pretty thin and has a zero-frame design. It uses an HDMI port and has a refresh rate of 75Hz, I'm not sure if it has a VESA mount for the back.",599.0,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_t.png,images/PROD_013.jpg,fakestoreapi,ITEM_0013,"acer sb220q bi 21.5 inches full hd (1920 x 1080) ips ultra-thin electronics 21. 5 inches full hd (1920 x 1080) widescreen ips display and radeon free sync technology. no compatibility for vesa mount refresh rate: 75hz - using hdmi port zero-frame design | ultra-thin | 4ms response time | ips panel aspect ratio - 16: 9. color supported - 16. 7 million colors. brightness - 250 nit tilt angle -5 degree to 15 degree. horizontal viewing angle-178 degree. vertical viewing angle-178 degree 75 hertz i lost a laptop with a 21.5 inch full hd display and radeon free sync technology, it's pretty thin and has a zero-frame design. it uses an hdmi port and has a refresh rate of 75hz, i'm not sure if it has a vesa mount for the back.",luxury
PROD_014,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED,electronics,"49 INCH SUPER ULTRAWIDE 32:9 CURVED GAMING MONITOR with dual 27 inch screen side by side QUANTUM DOT (QLED) TECHNOLOGY, HDR support and factory calibration provides stunningly realistic and accurate color and contrast 144HZ HIGH REFRESH RATE and 1ms ultra fast response time work to eliminate motion blur, ghosting, and reduce input lag","I lost a large curved monitor with a super ultrawide screen - it's about 49 inches across and has a 32:9 aspect ratio, with dual screens side by side. It's a gaming monitor with some fancy quantum dot technology and HDR support, and I think it was factory-calibrated or something.",999.99,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_t.png,images/PROD_014.jpg,fakestoreapi,ITEM_0014,"samsung 49-inch chg90 144hz curved gaming monitor (lc49hg90dmnxza) – super ultrawide screen qled electronics 49 inch super ultrawide 32:9 curved gaming monitor with dual 27 inch screen side by side quantum dot (qled) technology, hdr support and factory calibration provides stunningly realistic and accurate color and contrast 144hz high refresh rate and 1ms ultra fast response time work to eliminate motion blur, ghosting, and reduce input lag i lost a large curved monitor with a super ultrawide screen - it's about 49 inches across and has a 32:9 aspect ratio, with dual screens side by side. it's a gaming monitor with some fancy quantum dot technology and hdr support, and i think it was factory-calibrated or something.",luxury
PROD_015,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,clothing,"Note:The Jackets is US standard size, Please choose size as your usual wear Material: 100% Polyester; Detachable Liner Fabric: Warm Fleece. Detachable Functional Liner: Skin Friendly, Lightweigt and Warm.Stand Collar Liner jacket, keep you warm in cold weather. Zippered Pockets: 2 Zippered Hand Pockets, 2 Zippered Pockets on Chest (enough to keep cards or keys)and 1 Hidden Pocket Inside.Zippered Hand Pockets and Hidden Pocket keep your things secure. Humanized Design: Adjustable and Detachable Hood and Adjustable cuff to prevent the wind and water,for a comfortable fit. 3 in 1 Detachable Design provide more convenience, you can separate the coat and inner as needed, or wear it together. It is suitable for different season and help you adapt to different climates","I lost a women's snowboard jacket, it's a US standard size that I wore earlier today, and I think it might be a bit too warm for the campus weather.",56.99,https://fakestoreapi.com/img/51Y5NI-I5jL._AC_UX679_t.png,images/PROD_015.jpg,fakestoreapi,ITEM_0015,"biylaclesen women's 3-in-1 snowboard jacket winter coats clothing note:the jackets is us standard size, please choose size as your usual wear material: 100% polyester; detachable liner fabric: warm fleece. detachable functional liner: skin friendly, lightweigt and warm.stand collar liner jacket, keep you warm in cold weather. zippered pockets: 2 zippered hand pockets, 2 zippered pockets on chest (enough to keep cards or keys)and 1 hidden pocket inside.zippered hand pockets and hidden pocket keep your things secure. humanized design: adjustable and detachable hood and adjustable cuff to prevent the wind and water,for a comfortable fit. 3 in 1 detachable design provide more convenience, you can separate the coat and inner as needed, or wear it together. it is suitable for different season and help you adapt to different climates i lost a women's snowboard jacket, it's a us standard size that i wore earlier today, and i think it might be a bit too warm for the campus weather.",mid-range
PROD_016,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,clothing,"100% POLYURETHANE(shell) 100% POLYESTER(lining) 75% POLYESTER 25% COTTON (SWEATER), Faux leather material for style and comfort / 2 pockets of front, 2-For-One Hooded denim style faux leather jacket, Button detail on waist / Detail stitching at sides, HAND WASH ONLY / DO NOT BLEACH / LINE DRY / DO NOT IRON","I lost a jacket that's a faux leather biker style, it's got a hood and two pockets on the front, and it's a pretty distinctive color and texture. It's a women's jacket, I'm pretty sure, and it's got some weird synthetic material that's kinda hard to describe - it's like a mix of polyester and something else, I think.",29.95,https://fakestoreapi.com/img/81XH0e8fefL._AC_UY879_t.png,images/PROD_016.jpg,fakestoreapi,ITEM_0016,"lock and love women's removable hooded faux leather moto biker jacket clothing 100% polyurethane(shell) 100% polyester(lining) 75% polyester 25% cotton (sweater), faux leather material for style and comfort / 2 pockets of front, 2-for-one hooded denim style faux leather jacket, button detail on waist / detail stitching at sides, hand wash only / do not bleach / line dry / do not iron i lost a jacket that's a faux leather biker style, it's got a hood and two pockets on the front, and it's a pretty distinctive color and texture. it's a women's jacket, i'm pretty sure, and it's got some weird synthetic material that's kinda hard to describe - it's like a mix of polyester and something else, i think.",mid-range
PROD_017,Rain Jacket Women Windbreaker Striped Climbing Raincoats,clothing,"Lightweight perfet for trip or casual wear---Long sleeve with hooded, adjustable drawstring waist design. Button and zipper front closure raincoat, fully stripes Lined and The Raincoat has 2 side pockets are a good size to hold all kinds of things, it covers the hips, and the hood is generous but doesn't overdo it.Attached Cotton Lined Hood with Adjustable Drawstrings give it a real styled look.","I lost a long-sleeved rain jacket with a hood and adjustable waist, it's got a striped design and is made of a lightweight material, it also has two side pockets.",39.99,https://fakestoreapi.com/img/71HblAHs5xL._AC_UY879_-2t.png,images/PROD_017.jpg,fakestoreapi,ITEM_0017,"rain jacket women windbreaker striped climbing raincoats clothing lightweight perfet for trip or casual wear---long sleeve with hooded, adjustable drawstring waist design. button and zipper front closure raincoat, fully stripes lined and the raincoat has 2 side pockets are a good size to hold all kinds of things, it covers the hips, and the hood is generous but doesn't overdo it.attached cotton lined hood with adjustable drawstrings give it a real styled look. i lost a long-sleeved rain jacket with a hood and adjustable waist, it's got a striped design and is made of a lightweight material, it also has two side pockets.",mid-range
PROD_018,MBJ Women's Solid Short Sleeve Boat Neck V,clothing,"95% RAYON 5% SPANDEX, Made in USA or Imported, Do Not Bleach, Lightweight fabric with great stretch for comfort, Ribbed on sleeves and neckline / Double stitching on bottom hem","I lost a lightweight, short-sleeved top with a boat neck - it's made of rayon and has some ribbing on the sleeves and neckline. It's a pretty simple design, but it's a bit distinctive because of the double stitching on the hem.",9.85,https://fakestoreapi.com/img/71z3kpMAYsL._AC_UY879_t.png,images/PROD_018.jpg,fakestoreapi,ITEM_0018,"mbj women's solid short sleeve boat neck v clothing 95% rayon 5% spandex, made in usa or imported, do not bleach, lightweight fabric with great stretch for comfort, ribbed on sleeves and neckline / double stitching on bottom hem i lost a lightweight, short-sleeved top with a boat neck - it's made of rayon and has some ribbing on the sleeves and neckline. it's a pretty simple design, but it's a bit distinctive because of the double stitching on the hem.",budget
PROD_019,Opna Women's Short Sleeve Moisture,clothing,"100% Polyester, Machine wash, 100% cationic polyester interlock, Machine Wash & Pre Shrunk for a Great Fit, Lightweight, roomy and highly breathable with moisture wicking fabric which helps to keep moisture away, Soft Lightweight Fabric with comfortable V-neck collar and a slimmer fit, delivers a sleek, more feminine silhouette and Added Comfort","I lost a pair of short sleeve shirts that are made of 100% polyester, they're pretty lightweight and breathable, kind of like a athletic wear style, and I think they might have a moisture-wicking fabric that helps keep you cool and dry. They're a pretty basic design, not super flashy, and I'm not really sure what color they are anymore since they're all faded and stuff.",7.95,https://fakestoreapi.com/img/51eg55uWmdL._AC_UX679_t.png,images/PROD_019.jpg,fakestoreapi,ITEM_0019,"opna women's short sleeve moisture clothing 100% polyester, machine wash, 100% cationic polyester interlock, machine wash & pre shrunk for a great fit, lightweight, roomy and highly breathable with moisture wicking fabric which helps to keep moisture away, soft lightweight fabric with comfortable v-neck collar and a slimmer fit, delivers a sleek, more feminine silhouette and added comfort i lost a pair of short sleeve shirts that are made of 100% polyester, they're pretty lightweight and breathable, kind of like a athletic wear style, and i think they might have a moisture-wicking fabric that helps keep you cool and dry. they're a pretty basic design, not super flashy, and i'm not really sure what color they are anymore since they're all faded and stuff.",budget
PROD_020,DANVOUY Womens T Shirt Casual Cotton Short,clothing,"95%Cotton,5%Spandex, Features: Casual, Short Sleeve, Letter Print,V-Neck,Fashion Tees, The fabric is soft and has some stretch., Occasion: Casual/Office/Beach/School/Home/Street. Season: Spring,Summer,Autumn,Winter.","I lost a casual, short-sleeved V-neck t-shirt that's made of 95% cotton and 5% spandex, it's got a letter print on it and it's really comfortable, it's been pretty worn out from everyday use.",12.99,https://fakestoreapi.com/img/61pHAEJ4NML._AC_UX679_t.png,images/PROD_020.jpg,fakestoreapi,ITEM_0020,"danvouy womens t shirt casual cotton short clothing 95%cotton,5%spandex, features: casual, short sleeve, letter print,v-neck,fashion tees, the fabric is soft and has some stretch., occasion: casual/office/beach/school/home/street. season: spring,summer,autumn,winter. i lost a casual, short-sleeved v-neck t-shirt that's made of 95% cotton and 5% spandex, it's got a letter print on it and it's really comfortable, it's been pretty worn out from everyday use.",budget
PROD_021,Essence Mascara Lash Princess,personal care,The Essence Mascara Lash Princess is a popular mascara known for its volumizing and lengthening effects. Achieve dramatic lashes with this long-lasting and cruelty-free formula.,"I lost a mascara that's really good at making my lashes look longer and thicker, it's just a regular tube with a wand and everything.",9.99,https://cdn.dummyjson.com/product-images/beauty/essence-mascara-lash-princess/thumbnail.webp,images/PROD_021.jpg,dummyjson,ITEM_0021,"essence mascara lash princess personal care the essence mascara lash princess is a popular mascara known for its volumizing and lengthening effects. achieve dramatic lashes with this long-lasting and cruelty-free formula. i lost a mascara that's really good at making my lashes look longer and thicker, it's just a regular tube with a wand and everything.",budget
PROD_022,Eyeshadow Palette with Mirror,personal care,"The Eyeshadow Palette with Mirror offers a versatile range of eyeshadow shades for creating stunning eye looks. With a built-in mirror, it's convenient for on-the-go makeup application.","I think I lost a portable eyeshadow palette thingy - it's got a bunch of colored shadows and a little mirror attached to it, and it's really small so it could be pretty easy to miss. It was in my backpack when I was studying in the library, and now it's just gone - I don't remember taking it out or putting it away, so I'm not even sure where I last saw it.",19.99,https://cdn.dummyjson.com/product-images/beauty/eyeshadow-palette-with-mirror/thumbnail.webp,images/PROD_022.jpg,dummyjson,ITEM_0022,"eyeshadow palette with mirror personal care the eyeshadow palette with mirror offers a versatile range of eyeshadow shades for creating stunning eye looks. with a built-in mirror, it's convenient for on-the-go makeup application. i think i lost a portable eyeshadow palette thingy - it's got a bunch of colored shadows and a little mirror attached to it, and it's really small so it could be pretty easy to miss. it was in my backpack when i was studying in the library, and now it's just gone - i don't remember taking it out or putting it away, so i'm not even sure where i last saw it.",budget
PROD_023,Powder Canister,personal care,"The Powder Canister is a finely milled setting powder designed to set makeup and control shine. With a lightweight and translucent formula, it provides a smooth and matte finish.","I lost a powder canister on campus, it's a small container with a translucent formula that I use to set my makeup and reduce shine - it's pretty lightweight and has a nice matte finish. It's a bit compact, like a miniature compact powder, and I'm not sure if it's still on the floor or if someone picked it up.",14.99,https://cdn.dummyjson.com/product-images/beauty/powder-canister/thumbnail.webp,images/PROD_023.jpg,dummyjson,ITEM_0023,"powder canister personal care the powder canister is a finely milled setting powder designed to set makeup and control shine. with a lightweight and translucent formula, it provides a smooth and matte finish. i lost a powder canister on campus, it's a small container with a translucent formula that i use to set my makeup and reduce shine - it's pretty lightweight and has a nice matte finish. it's a bit compact, like a miniature compact powder, and i'm not sure if it's still on the floor or if someone picked it up.",budget
PROD_024,Red Lipstick,personal care,"The Red Lipstick is a classic and bold choice for adding a pop of color to your lips. With a creamy and pigmented formula, it provides a vibrant and long-lasting finish.","I lost a red lipstick - it's a pretty classic color, not one of those trendy limited editions or anything, just a simple red shade that's really bright and noticeable. I think I had it in a compact case, but it's not really distinctive, it's just a plain red lipstick.",12.99,https://cdn.dummyjson.com/product-images/beauty/red-lipstick/thumbnail.webp,images/PROD_024.jpg,dummyjson,ITEM_0024,"red lipstick personal care the red lipstick is a classic and bold choice for adding a pop of color to your lips. with a creamy and pigmented formula, it provides a vibrant and long-lasting finish. i lost a red lipstick - it's a pretty classic color, not one of those trendy limited editions or anything, just a simple red shade that's really bright and noticeable. i think i had it in a compact case, but it's not really distinctive, it's just a plain red lipstick.",budget
PROD_025,Red Nail Polish,personal care,"The Red Nail Polish offers a rich and glossy red hue for vibrant and polished nails. With a quick-drying formula, it provides a salon-quality finish at home.","I lost a tube of red nail polish that I was using for a class presentation, it's a pretty bright, fire engine red color and it's got a really smooth, glossy finish. I think I had it in my bag when I was walking to my last class, but I must have dropped it somewhere on the way.",8.99,https://cdn.dummyjson.com/product-images/beauty/red-nail-polish/thumbnail.webp,images/PROD_025.jpg,dummyjson,ITEM_0025,"red nail polish personal care the red nail polish offers a rich and glossy red hue for vibrant and polished nails. with a quick-drying formula, it provides a salon-quality finish at home. i lost a tube of red nail polish that i was using for a class presentation, it's a pretty bright, fire engine red color and it's got a really smooth, glossy finish. i think i had it in my bag when i was walking to my last class, but i must have dropped it somewhere on the way.",budget
PROD_026,Calvin Klein CK One,personal care,"CK One by Calvin Klein is a classic unisex fragrance, known for its fresh and clean scent. It's a versatile fragrance suitable for everyday wear.","I lost a bottle of Calvin Klein CK One, it's just a regular-sized perfume bottle with a clear plastic label and a distinctive CK logo on the side. I think it was in my backpack when I took it off, but now it's just gone, and I don't have any idea where it is.",49.99,https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/thumbnail.webp,images/PROD_026.jpg,dummyjson,ITEM_0026,"calvin klein ck one personal care ck one by calvin klein is a classic unisex fragrance, known for its fresh and clean scent. it's a versatile fragrance suitable for everyday wear. i lost a bottle of calvin klein ck one, it's just a regular-sized perfume bottle with a clear plastic label and a distinctive ck logo on the side. i think it was in my backpack when i took it off, but now it's just gone, and i don't have any idea where it is.",mid-range
PROD_027,Chanel Coco Noir Eau De,personal care,"Coco Noir by Chanel is an elegant and mysterious fragrance, featuring notes of grapefruit, rose, and sandalwood. Perfect for evening occasions.","I lost a Chanel perfume - it's a small bottle with a black and white label, I think it's the Coco Noir scent, which smells like grapes, roses, and something else that's kinda earthy.",129.99,https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/thumbnail.webp,images/PROD_027.jpg,dummyjson,ITEM_0027,"chanel coco noir eau de personal care coco noir by chanel is an elegant and mysterious fragrance, featuring notes of grapefruit, rose, and sandalwood. perfect for evening occasions. i lost a chanel perfume - it's a small bottle with a black and white label, i think it's the coco noir scent, which smells like grapes, roses, and something else that's kinda earthy.",premium
PROD_028,Dior J'adore,personal care,"J'adore by Dior is a luxurious and floral fragrance, known for its blend of ylang-ylang, rose, and jasmine. It embodies femininity and sophistication.","I lost a perfume bottle that smells really nice and fancy, it's the Dior brand and I think it's called J'adore, it's got a floral scent that my friends said was really pretty.",89.99,https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp,images/PROD_028.jpg,dummyjson,ITEM_0028,"dior j'adore personal care j'adore by dior is a luxurious and floral fragrance, known for its blend of ylang-ylang, rose, and jasmine. it embodies femininity and sophistication. i lost a perfume bottle that smells really nice and fancy, it's the dior brand and i think it's called j'adore, it's got a floral scent that my friends said was really pretty.",mid-range
