product_id,name,category,description,lost_description,price,image_url,image_path,source
PROD_011,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,"3D NAND flash are applied to deliver high transfer speeds Remarkable transfer speeds that enable faster bootup and improved overall system performance. The advanced SLC Cache Technology allows performance boost and longer lifespan 7mm slim design suitable for Ultrabooks and Ultra-slim notebooks. Supports TRIM command, Garbage Collection technology, RAID, and ECC (Error Checking & Correction) to provide the optimized performance and enhanced reliability.","I lost a small external hard drive that's really fast and has a bunch of techy features that make it really useful for my school work, it's got a weird label on the side with some numbers and letters that I don't recognize.",109.0,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_t.png,images/PROD_011.jpg,fakestoreapi
PROD_012,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,"Expand your PS4 gaming experience, Play anywhere Fast and easy, setup Sleek design with high capacity, 3-year manufacturer's limited warranty","I lost a portable external hard drive that I use to transfer files and games between my PS4 and other devices, it's a bit on the smaller side and has a sleek design that makes it easy to take with me wherever I go.",114.0,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_t.png,images/PROD_012.jpg,fakestoreapi
PROD_013,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,21. 5 inches Full HD (1920 x 1080) widescreen IPS display And Radeon free Sync technology. No compatibility for VESA Mount Refresh Rate: 75Hz - Using HDMI port Zero-frame design | ultra-thin | 4ms response time | IPS panel Aspect ratio - 16: 9. Color Supported - 16. 7 million colors. Brightness - 250 nit Tilt angle -5 degree to 15 degree. Horizontal viewing angle-178 degree. Vertical viewing angle-178 degree 75 hertz,"I lost a laptop with a 21.5 inch Full HD display and Radeon Free Sync technology, it's pretty thin and has a zero-frame design. It uses an HDMI port and has a refresh rate of 75Hz, I'm not sure if it has a VESA mount for the back.",599.0,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_t.png,images/PROD_013.jpg,fakestoreapi
PROD_014,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,"49 INCH SUPER ULTRAWIDE 32:9 CURVED GAMING MONITOR with dual 27 inch screen side by side QUANTUM DOT (QLED) TECHNOLOGY, HDR support and factory calibration provides stunningly realistic and accurate color and contrast 144HZ HIGH REFRESH RATE and 1ms ultra fast response time work to eliminate motion blur, ghosting, and reduce input lag","I lost a large curved monitor with a super ultrawide screen - it's about 49 inches across and has a 32:9 aspect ratio, with dual screens side by side. It's a gaming monitor with some fancy quantum dot technology and HDR support, and I think it was factory-calibrated or something.",999.99,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_t.png,images/PROD_014.jpg,fakestoreapi
PROD_015,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,womens clothing,"Note:The Jackets is US standard size, Please choose size as your usual wear Material: 100% Polyester; Detachable Liner Fabric: Warm Fleece. Detachable Functional Liner: Skin Friendly, Lightweigt and Warm.Stand Collar Liner jacket, keep you warm in cold weather. Zippered Pockets: 2 Zippered Hand Pockets, 2 Zippered Pockets on Chest (enough to keep cards or keys)and 1 Hidden Pocket Inside.Zippered Hand Pockets and Hidden Pocket keep your things secure. Humanized Design: Adjustable and Detachable Hood and Adjustable cuff to prevent the wind and water,for a comfortable fit. 3 in 1 Detachable Design provide more convenience, you can separate the coat and inner as needed, or wear it together. It is suitable for different season and help you adapt to different climates","I lost a women's snowboard jacket, it's a US standard size that I wore earlier today, and I think it might be a bit too warm for the campus weather.",56.99,https://fakestoreapi.com/img/51Y5NI-I5jL._AC_UX679_t.png,images/PROD_015.jpg,fakestoreapi
PROD_016,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,womens clothing,"100% POLYURETHANE(shell) 100% POLYESTER(lining) 75% POLYESTER 25% COTTON (SWEATER), Faux leather material for style and comfort / 2 pockets of front, 2-For-One Hooded denim style faux leather jacket, Button detail on waist / Detail stitching at sides, HAND WASH ONLY / DO NOT BLEACH / LINE DRY / DO NOT IRON","I lost a jacket that's a faux leather biker style, it's got a hood and two pockets on the front, and it's a pretty distinctive color and texture. It's a women's jacket, I'm pretty sure, and it's got some weird synthetic material that's kinda hard to describe - it's like a mix of polyester and something else, I think.",29.95,https://fakestoreapi.com/img/81XH0e8fefL._AC_UY879_t.png,images/PROD_016.jpg,fakestoreapi
PROD_017,Rain Jacket Women Windbreaker Striped Climbing Raincoats,womens clothing,"Lightweight perfet for trip or casual wear---Long sleeve with hooded, adjustable drawstring waist design. Button and zipper front closure raincoat, fully stripes Lined and The Raincoat has 2 side pockets are a good size to hold all kinds of things, it covers the hips, and the hood is generous but doesn't overdo it.Attached Cotton Lined Hood with Adjustable Drawstrings give it a real styled look.","I lost a long-sleeved rain jacket with a hood and adjustable waist, it's got a striped design and is made of a lightweight material, it also has two side pockets.",39.99,https://fakestoreapi.com/img/71HblAHs5xL._AC_UY879_-2t.png,images/PROD_017.jpg,fakestoreapi
PROD_018,MBJ Women's Solid Short Sleeve Boat Neck V ,womens clothing,"95% RAYON 5% SPANDEX, Made in USA or Imported, Do Not Bleach, Lightweight fabric with great stretch for comfort, Ribbed on sleeves and neckline / Double stitching on bottom hem","I lost a lightweight, short-sleeved top with a boat neck - it's made of rayon and has some ribbing on the sleeves and neckline. It's a pretty simple design, but it's a bit distinctive because of the double stitching on the hem.",9.85,https://fakestoreapi.com/img/71z3kpMAYsL._AC_UY879_t.png,images/PROD_018.jpg,fakestoreapi
PROD_019,Opna Women's Short Sleeve Moisture,womens clothing,"100% Polyester, Machine wash, 100% cationic polyester interlock, Machine Wash & Pre Shrunk for a Great Fit, Lightweight, roomy and highly breathable with moisture wicking fabric which helps to keep moisture away, Soft Lightweight Fabric with comfortable V-neck collar and a slimmer fit, delivers a sleek, more feminine silhouette and Added Comfort","I lost a pair of short sleeve shirts that are made of 100% polyester, they're pretty lightweight and breathable, kind of like a athletic wear style, and I think they might have a moisture-wicking fabric that helps keep you cool and dry. They're a pretty basic design, not super flashy, and I'm not really sure what color they are anymore since they're all faded and stuff.",7.95,https://fakestoreapi.com/img/51eg55uWmdL._AC_UX679_t.png,images/PROD_019.jpg,fakestoreapi
PROD_020,DANVOUY Womens T Shirt Casual Cotton Short,womens clothing,"95%Cotton,5%Spandex, Features: Casual, Short Sleeve, Letter Print,V-Neck,Fashion Tees, The fabric is soft and has some stretch., Occasion: Casual/Office/Beach/School/Home/Street. Season: Spring,Summer,Autumn,Winter.","I lost a casual, short-sleeved V-neck t-shirt that's made of 95% cotton and 5% spandex, it's got a letter print on it and it's really comfortable, it's been pretty worn out from everyday use.",12.99,https://fakestoreapi.com/img/61pHAEJ4NML._AC_UX679_t.png,images/PROD_020.jpg,fakestoreapi
PROD_021,Essence Mascara Lash Princess,beauty,The Essence Mascara Lash Princess is a popular mascara known for its volumizing and lengthening effects. Achieve dramatic lashes with this long-lasting and cruelty-free formula.,"I lost a mascara that's really good at making my lashes look longer and thicker, it's just a regular tube with a wand and everything.",9.99,https://cdn.dummyjson.com/product-images/beauty/essence-mascara-lash-princess/thumbnail.webp,images/PROD_021.jpg,dummyjson
PROD_022,Eyeshadow Palette with Mirror,beauty,"The Eyeshadow Palette with Mirror offers a versatile range of eyeshadow shades for creating stunning eye looks. With a built-in mirror, it's convenient for on-the-go makeup application.","I think I lost a portable eyeshadow palette thingy - it's got a bunch of colored shadows and a little mirror attached to it, and it's really small so it could be pretty easy to miss. It was in my backpack when I was studying in the library, and now it's just gone - I don't remember taking it out or putting it away, so I'm not even sure where I last saw it.",19.99,https://cdn.dummyjson.com/product-images/beauty/eyeshadow-palette-with-mirror/thumbnail.webp,images/PROD_022.jpg,dummyjson
PROD_023,Powder Canister,beauty,"The Powder Canister is a finely milled setting powder designed to set makeup and control shine. With a lightweight and translucent formula, it provides a smooth and matte finish.","I lost a powder canister on campus, it's a small container with a translucent formula that I use to set my makeup and reduce shine - it's pretty lightweight and has a nice matte finish. It's a bit compact, like a miniature compact powder, and I'm not sure if it's still on the floor or if someone picked it up.",14.99,https://cdn.dummyjson.com/product-images/beauty/powder-canister/thumbnail.webp,images/PROD_023.jpg,dummyjson
PROD_024,Red Lipstick,beauty,"The Red Lipstick is a classic and bold choice for adding a pop of color to your lips. With a creamy and pigmented formula, it provides a vibrant and long-lasting finish.","I lost a red lipstick - it's a pretty classic color, not one of those trendy limited editions or anything, just a simple red shade that's really bright and noticeable. I think I had it in a compact case, but it's not really distinctive, it's just a plain red lipstick.",12.99,https://cdn.dummyjson.com/product-images/beauty/red-lipstick/thumbnail.webp,images/PROD_024.jpg,dummyjson
PROD_025,Red Nail Polish,beauty,"The Red Nail Polish offers a rich and glossy red hue for vibrant and polished nails. With a quick-drying formula, it provides a salon-quality finish at home.","I lost a tube of red nail polish that I was using for a class presentation, it's a pretty bright, fire engine red color and it's got a really smooth, glossy finish. I think I had it in my bag when I was walking to my last class, but I must have dropped it somewhere on the way.",8.99,https://cdn.dummyjson.com/product-images/beauty/red-nail-polish/thumbnail.webp,images/PROD_025.jpg,dummyjson
PROD_026,Calvin Klein CK One,fragrances,"CK One by Calvin Klein is a classic unisex fragrance, known for its fresh and clean scent. It's a versatile fragrance suitable for everyday wear.","I lost a bottle of Calvin Klein CK One, it's just a regular-sized perfume bottle with a clear plastic label and a distinctive CK logo on the side. I think it was in my backpack when I took it off, but now it's just gone, and I don't have any idea where it is.",49.99,https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/thumbnail.webp,images/PROD_026.jpg,dummyjson
PROD_027,Chanel Coco Noir Eau De,fragrances,"Coco Noir by Chanel is an elegant and mysterious fragrance, featuring notes of grapefruit, rose, and sandalwood. Perfect for evening occasions.","I lost a Chanel perfume - it's a small bottle with a black and white label, I think it's the Coco Noir scent, which smells like grapes, roses, and something else that's kinda earthy.",129.99,https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/thumbnail.webp,images/PROD_027.jpg,dummyjson
PROD_028,Dior J'adore,fragrances,"J'adore by Dior is a luxurious and floral fragrance, known for its blend of ylang-ylang, rose, and jasmine. It embodies femininity and sophistication.","I lost a perfume bottle that smells really nice and fancy, it's the Dior brand and I think it's called J'adore, it's got a floral scent that my friends said was really pretty.",89.99,https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp,images/PROD_028.jpg,dummyjson
PROD_029,Dolce Shine Eau de,fragrances,"Dolce Shine by Dolce & Gabbana is a vibrant and fruity fragrance, featuring notes of mango, jasmine, and blonde woods. It's a joyful and youthful scent.","I lost a fragrance bottle that smells like a mix of mango, jasmine, and some woody notes - it's a pretty bright and fruity scent, kind of youthful and energetic. It's a bit on the smaller side, I think, and I had it in a standard rectangular case.",69.99,https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/thumbnail.webp,images/PROD_029.jpg,dummyjson
PROD_030,Gucci Bloom Eau de,fragrances,"Gucci Bloom by Gucci is a floral and captivating fragrance, with notes of tuberose, jasmine, and Rangoon creeper. It's a modern and romantic scent.","I lost a Gucci Bloom Eau de fragrance, it's one of those high-end perfumes, really distinctive and pretty. It's got this floral smell, like tuberose and jasmine, and it's from Gucci, I think I got it from a department store on campus.",79.99,https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/thumbnail.webp,images/PROD_030.jpg,dummyjson
PROD_031,Annibale Colombo Bed,furniture,"The Annibale Colombo Bed is a luxurious and elegant bed frame, crafted with high-quality materials for a comfortable and stylish bedroom.","I lost a really fancy bed frame, it's called the Annibale Colombo Bed and it's got a pretty unique design with some intricate details, I think it's made of wood or something.",1899.99,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/thumbnail.webp,images/PROD_031.jpg,dummyjson
PROD_032,Annibale Colombo Sofa,furniture,"The Annibale Colombo Sofa is a sophisticated and comfortable seating option, featuring exquisite design and premium upholstery for your living room.","I lost a sofa that's really high-end, I think it's called the Annibale Colombo? It's got this really sleek design and it's super comfortable, but I'm not really sure what the brand is or where I got it.",2499.99,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp,images/PROD_032.jpg,dummyjson
PROD_033,Bedside Table African Cherry,furniture,"The Bedside Table in African Cherry is a stylish and functional addition to your bedroom, providing convenient storage space and a touch of elegance.","I lost a wooden bedside table that's made of a dark reddish-brown material, it's pretty stylish-looking and has a bit of a vintage vibe to it. It's got a low profile and a drawer on the right side, and I think it might be from a home goods store, but I'm not entirely sure.",299.99,https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp,images/PROD_033.jpg,dummyjson
PROD_034,Knoll Saarinen Executive Conference Chair,furniture,"The Knoll Saarinen Executive Conference Chair is a modern and ergonomic chair, perfect for your office or conference room with its timeless design.","I lost a really cool office chair - it's like, a classic design, black and silver, with some kind of molded plastic seat and backrest, and it has a really distinctive curved shape. I think it was designed by some famous architect or something, and it's super heavy because of the metal base.",499.99,https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp,images/PROD_034.jpg,dummyjson
PROD_035,Wooden Bathroom Sink With Mirror,furniture,"The Wooden Bathroom Sink with Mirror is a unique and stylish addition to your bathroom, featuring a wooden sink countertop and a matching mirror.","I think I lost a wooden sink thing for my bathroom, it's got a wooden top and a mirror attached to it, I'm pretty sure it's from IKEA or something, it was just sitting on the counter and then I turned my back for a sec and it was gone.",799.99,https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/thumbnail.webp,images/PROD_035.jpg,dummyjson
PROD_036,Apple,groceries,"Fresh and crisp apples, perfect for snacking or incorporating into various recipes.","I lost a bunch of apples in the cafeteria, they were just sitting on a table near the coffee machine, and I must have grabbed them and then...I don't know, they're just gone.",1.99,https://cdn.dummyjson.com/product-images/groceries/apple/thumbnail.webp,images/PROD_036.jpg,dummyjson
PROD_037,Beef Steak,groceries,"High-quality beef steak, great for grilling or cooking to your preferred level of doneness.","I lost a high-quality beef steak, it was probably about a pound and a half, got some nice marbling to it, and I remember it was wrapped in plastic wrap and had some condiments on it. I think I had it in my backpack or maybe in the trunk of my car, I'm not really sure where it went.",12.99,https://cdn.dummyjson.com/product-images/groceries/beef-steak/thumbnail.webp,images/PROD_037.jpg,dummyjson
PROD_038,Cat Food,groceries,Nutritious cat food formulated to meet the dietary needs of your feline friend.,"I lost a bag of cat food that I had picked up at the grocery store earlier today, it's the kind that's supposed to be good for your cat's overall health and it's definitely marked with the name of the brand on the packaging.",8.99,https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp,images/PROD_038.jpg,dummyjson
PROD_039,Chicken Meat,groceries,"Fresh and tender chicken meat, suitable for various culinary preparations.","I lost a package of fresh chicken meat that I had purchased from the cafeteria, and it's probably still in the area around the student union building or the library. It was in a brown bag with some lettuce and a sandwich wrapper that I had discarded, but I'm not sure if anyone picked it up or if it's just lying around somewhere.",9.99,https://cdn.dummyjson.com/product-images/groceries/chicken-meat/thumbnail.webp,images/PROD_039.jpg,dummyjson
PROD_040,Cooking Oil,groceries,"Versatile cooking oil suitable for frying, sautéing, and various culinary applications.","I lost a bottle of cooking oil that I use for frying and sautéing, it's a pretty common type that's usually clear or slightly tinted and comes in a standard bottle with a cap on it.",4.99,https://cdn.dummyjson.com/product-images/groceries/cooking-oil/thumbnail.webp,images/PROD_040.jpg,dummyjson
PROD_041,Cucumber,groceries,"Crisp and hydrating cucumbers, ideal for salads, snacks, or as a refreshing side.","I lost a bunch of cucumbers that were really fresh and looked good for snacking or adding to salads. They were a light green color and had a bit of a crunch to them, I think they were probably in a bag or container when I misplaced them.",1.49,https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp,images/PROD_041.jpg,dummyjson
PROD_042,Dog Food,groceries,Specially formulated dog food designed to provide essential nutrients for your canine companion.,"I lost a bag of food that's specifically formulated for dogs, it's some kind of high-end brand that's supposed to be really good for their health and stuff.",10.99,https://cdn.dummyjson.com/product-images/groceries/dog-food/thumbnail.webp,images/PROD_042.jpg,dummyjson
PROD_043,Eggs,groceries,"Fresh eggs, a versatile ingredient for baking, cooking, or breakfast.","I think I lost some eggs on campus, they're just a dozen or so, and they're pretty standard size, not really anything special.",2.99,https://cdn.dummyjson.com/product-images/groceries/eggs/thumbnail.webp,images/PROD_043.jpg,dummyjson
PROD_044,Fish Steak,groceries,"Quality fish steak, suitable for grilling, baking, or pan-searing.","I lost a fish steak, it's pretty high quality and was just fine for grilling or whatever I planned to do with it.",14.99,https://cdn.dummyjson.com/product-images/groceries/fish-steak/thumbnail.webp,images/PROD_044.jpg,dummyjson
PROD_045,Green Bell Pepper,groceries,"Fresh and vibrant green bell pepper, perfect for adding color and flavor to your dishes.","I lost a green bell pepper that I had bought for a class recipe project, it's kind of a bright green color and it's still pretty firm and fresh.",1.29,https://cdn.dummyjson.com/product-images/groceries/green-bell-pepper/thumbnail.webp,images/PROD_045.jpg,dummyjson
PROD_046,Green Chili Pepper,groceries,"Spicy green chili pepper, ideal for adding heat to your favorite recipes.","I was carrying a green chili pepper in my backpack during my morning lecture, and now it's just missing - I think I must have dropped it when I was rushing to get to my seat. It's a pretty spicy one, about the size of a finger, and it's definitely green, but I'm not sure what happened to it after that.",0.99,https://cdn.dummyjson.com/product-images/groceries/green-chili-pepper/thumbnail.webp,images/PROD_046.jpg,dummyjson
PROD_047,Honey Jar,groceries,"Pure and natural honey in a convenient jar, perfect for sweetening beverages or drizzling over food.","I lost a jar of pure, natural honey that's pretty standard, you know, just a plain honey jar, nothing special about it, but it's got a decent lid and it's not a cheap one, it's just a normal honey jar that I had brought with me to campus for a project.",6.99,https://cdn.dummyjson.com/product-images/groceries/honey-jar/thumbnail.webp,images/PROD_047.jpg,dummyjson
PROD_048,Ice Cream,groceries,"Creamy and delicious ice cream, available in various flavors for a delightful treat.","I lost a container of creamy and delicious ice cream, it was in a few different flavors and it's a pretty common brand that everyone on campus knows. It was just sitting on the backseat of my car for a minute and now it's gone, so if anyone saw it lying around the quad or in the student union, that would be really great.",5.49,https://cdn.dummyjson.com/product-images/groceries/ice-cream/thumbnail.webp,images/PROD_048.jpg,dummyjson
PROD_049,Juice,groceries,"Refreshing fruit juice, packed with vitamins and great for staying hydrated.","I lost a bottle of juice that I was drinking in the library, it's just a regular 16 oz bottle with a bright orange color and a label that says ""100% fruit juice"" on it.",3.99,https://cdn.dummyjson.com/product-images/groceries/juice/thumbnail.webp,images/PROD_049.jpg,dummyjson
PROD_050,Kiwi,groceries,"Nutrient-rich kiwi, perfect for snacking or adding a tropical twist to your dishes.","I was eating a kiwi in the cafeteria and now it's missing, I think I dropped it on the floor and it might have gotten squished.",2.49,https://cdn.dummyjson.com/product-images/groceries/kiwi/thumbnail.webp,images/PROD_050.jpg,dummyjson
PROD_051,Lemon,groceries,"Zesty and tangy lemons, versatile for cooking, baking, or making refreshing beverages.","I was walking across campus yesterday and I think I must have dropped a lemon in the quad, it's a pretty standard size and it was definitely zesty, I'm not really sure what happened to it now.",0.79,https://cdn.dummyjson.com/product-images/groceries/lemon/thumbnail.webp,images/PROD_051.jpg,dummyjson
PROD_052,Milk,groceries,"Fresh and nutritious milk, a staple for various recipes and daily consumption.","I was on campus and I think I must have left my milk in the cafeteria or maybe it fell out of my backpack, it's just a regular milk carton that I had in my bag for a recipe, nothing special about it.",3.49,https://cdn.dummyjson.com/product-images/groceries/milk/thumbnail.webp,images/PROD_052.jpg,dummyjson
PROD_053,Mulberry,groceries,"Sweet and juicy mulberries, perfect for snacking or adding to desserts and cereals.","I lost a bag of mulberries that I was eating throughout the day, they were pretty sweet and juicy and I think I had some in my backpack and then I must have left them there when I was studying in the library.",4.99,https://cdn.dummyjson.com/product-images/groceries/mulberry/thumbnail.webp,images/PROD_053.jpg,dummyjson
PROD_054,Nescafe Coffee,groceries,"Quality coffee from Nescafe, available in various blends for a rich and satisfying cup.","I lost a packet of Nescafe coffee, it's one of those single-serve things that comes in a few different flavors, I think it was the original or the dark roast.",7.99,https://cdn.dummyjson.com/product-images/groceries/nescafe-coffee/thumbnail.webp,images/PROD_054.jpg,dummyjson
PROD_055,Potatoes,groceries,"Versatile and starchy potatoes, great for roasting, mashing, or as a side dish.","I lost a bag of potatoes somewhere on campus, they're just regular old potatoes that I was planning on using for a meal, not sure what they looked like exactly. They were brown on the outside and white on the inside, maybe about the size of a baseball, and I was carrying them in a paper bag.",2.29,https://cdn.dummyjson.com/product-images/groceries/potatoes/thumbnail.webp,images/PROD_055.jpg,dummyjson
PROD_056,Protein Powder,groceries,"Nutrient-packed protein powder, ideal for supplementing your diet with essential proteins.","I lost a container of protein powder that I was using to help me stay healthy, it's just a plain white container with a label on it that says the brand name.",19.99,https://cdn.dummyjson.com/product-images/groceries/protein-powder/thumbnail.webp,images/PROD_056.jpg,dummyjson
PROD_057,Red Onions,groceries,"Flavorful and aromatic red onions, perfect for adding depth to your savory dishes.","I lost a bunch of red onions, they were pretty flavorful and had a nice aroma to them, I think I was just grabbing one to toss in a salad or something and I must have dropped them on my way to class.",1.99,https://cdn.dummyjson.com/product-images/groceries/red-onions/thumbnail.webp,images/PROD_057.jpg,dummyjson
PROD_058,Rice,groceries,"High-quality rice, a staple for various cuisines and a versatile base for many dishes.","I lost a bag of high-quality rice, it's just a regular bag, not a special brand or anything, it's just rice.",5.99,https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp,images/PROD_058.jpg,dummyjson
PROD_059,Soft Drinks,groceries,"Assorted soft drinks in various flavors, perfect for refreshing beverages.","I lost a bunch of assorted soft drinks - like, you know, a few different flavors like cola, lemon-lime, and root beer - they're all in plastic bottles, and they're probably still good. I was carrying them in my backpack when I was walking to class and I think I might have left them there, but I didn't really notice until now.",1.99,https://cdn.dummyjson.com/product-images/groceries/soft-drinks/thumbnail.webp,images/PROD_059.jpg,dummyjson
PROD_060,Strawberry,groceries,"Sweet and succulent strawberries, great for snacking, desserts, or blending into smoothies.","I lost a package of strawberries that I had in my backpack this morning, they were individually wrapped and had a pretty good shelf life but now they're just all mushy and brown.",3.99,https://cdn.dummyjson.com/product-images/groceries/strawberry/thumbnail.webp,images/PROD_060.jpg,dummyjson
